"employee_id","cost_center","punch_in_time","punch_out_time","punch_apply_date","hours_worked","paycode"
"5011015","55050",NULL,NULL,"2021-05-15","8","ABSENT"
"5011018","51100",NULL,NULL,"2021-05-15","7","ON_CALL"
"5011018","51100","06:17:00","07:17:00","2021-05-15","1","WRK"
"5011060","55050",NULL,NULL,"2021-05-15","8","ABSENT"
"5011105","11151",NULL,NULL,"2021-05-15","8","ABSENT"
"5011147","51120",NULL,NULL,"2021-05-15","8","ABSENT"
"5011401","55050",NULL,NULL,"2021-05-15","8","ABSENT"
"5011499","31288",NULL,NULL,"2021-05-15","6","ON_CALL"
"5011499","31288","06:20:00","08:20:00","2021-05-15","2","WRK"
"5011633","53410",NULL,NULL,"2021-05-15","5","ON_CALL"
"5011633","53410","06:16:00","09:16:00","2021-05-15","3","WRK"
"5012163","31288","14:09:00","16:44:00","2021-05-15","2.6","WRK"
"5012163","31288",NULL,NULL,"2021-05-15","0.7","BREAK"
"5012163","31288","17:25:00","22:09:00","2021-05-15","4.7","WRK"
"5012165","31288",NULL,NULL,"2021-05-15","6","ON_CALL"
"5012165","31288","06:10:00","08:10:00","2021-05-15","2","WRK"
"5012319","31288",NULL,NULL,"2021-05-15","2","CHARGE"
"5012319","31288","06:20:00","10:06:00","2021-05-15","3.8","WRK"
"5012319","31288",NULL,NULL,"2021-05-15","0.5","BREAK"
"5012319","31288","10:38:00","14:20:00","2021-05-15","3.7","WRK"
"5012329","18048",NULL,NULL,"2021-05-15","1","CHARGE"
"5012329","18048","14:18:00","17:00:00","2021-05-15","2.7","WRK"
"5012329","18048",NULL,NULL,"2021-05-15","0.8","BREAK"
"5012329","18048","17:46:00","22:18:00","2021-05-15","4.5","WRK"
"5014147","11151","14:07:00","16:44:00","2021-05-15","2.6","WRK"
"5014147","11151",NULL,NULL,"2021-05-15","0.7","BREAK"
"5014147","11151","17:25:00","22:07:00","2021-05-15","4.7","WRK"
"507800","51100",NULL,NULL,"2021-05-15","8","ABSENT"
"1377208","53410",NULL,NULL,"2021-05-16","8","ABSENT"
"1672200","11151",NULL,NULL,"2021-05-16","8","ABSENT"
"1977006","54013",NULL,NULL,"2021-05-16","8","ABSENT"
"3974506","31288",NULL,NULL,"2021-05-16","8","ABSENT"
"4019778","54013","14:15:00","19:49:00","2021-05-16","5.6","WRK"
"4019778","54013",NULL,NULL,"2021-05-16","0.7","BREAK"
"4019778","54013","20:31:00","22:15:00","2021-05-16","1.7","WRK"
"4024378","55050",NULL,NULL,"2021-05-16","3","CHARGE"
"4024378","55050","06:12:00","08:46:00","2021-05-16","2.6","WRK"
"4024378","55050",NULL,NULL,"2021-05-16","0.6","BREAK"
"4024378","55050","09:23:00","14:12:00","2021-05-16","4.8","WRK"
"5001188","54013",NULL,NULL,"2021-05-16","8","ABSENT"
"5001252","53410",NULL,NULL,"2021-05-16","8","ABSENT"
"5005963","51120",NULL,NULL,"2021-05-16","8","ABSENT"
"5009770","51100",NULL,NULL,"2021-05-16","6","ON_CALL"
"5009770","51100","06:03:00","08:03:00","2021-05-16","2","WRK"
"5010823","53410",NULL,NULL,"2021-05-16","8","ON_CALL"
"5010831","55050",NULL,NULL,"2021-05-16","8","ABSENT"
"5010836","55050",NULL,NULL,"2021-05-16","8","ABSENT"
"5011015","55050",NULL,NULL,"2021-05-16","3","CHARGE"
"5011015","55050","14:12:00","17:51:00","2021-05-16","3.7","WRK"
"5011015","55050",NULL,NULL,"2021-05-16","0.8","BREAK"
"5011015","55050","18:36:00","22:12:00","2021-05-16","3.6","WRK"
"5011018","51100",NULL,NULL,"2021-05-16","1","CHARGE"
"5011018","51100","06:16:00","11:58:00","2021-05-16","5.7","WRK"
"5011018","51100",NULL,NULL,"2021-05-16","0.9","BREAK"
"5011018","51100","12:55:00","14:16:00","2021-05-16","1.4","WRK"
"5011105","11151",NULL,NULL,"2021-05-16","1","CHARGE"
"5011105","11151","14:05:00","19:55:00","2021-05-16","5.8","WRK"
"5011105","11151",NULL,NULL,"2021-05-16","0.6","BREAK"
"5011105","11151","20:32:00","22:05:00","2021-05-16","1.6","WRK"
"5011110","31288",NULL,NULL,"2021-05-16","8","ABSENT"
"5011147","51120",NULL,NULL,"2021-05-16","1","CHARGE"
"5011147","51120","06:17:00","09:54:00","2021-05-16","3.6","WRK"
"5011147","51120",NULL,NULL,"2021-05-16","0.6","BREAK"
"5011147","51120","10:30:00","14:17:00","2021-05-16","3.8","WRK"
"5011401","55050",NULL,NULL,"2021-05-16","8","ABSENT"
"5011499","31288",NULL,NULL,"2021-05-16","7","ON_CALL"
"5011499","31288","06:12:00","07:12:00","2021-05-16","1","WRK"
"5012163","31288","14:19:00","18:50:00","2021-05-16","4.5","WRK"
"5012163","31288",NULL,NULL,"2021-05-16","0.6","BREAK"
"5012163","31288","19:28:00","22:19:00","2021-05-16","2.9","WRK"
"5012319","31288",NULL,NULL,"2021-05-16","1","CHARGE"
"5012319","31288","06:01:00","10:47:00","2021-05-16","4.8","WRK"
"5012319","31288",NULL,NULL,"2021-05-16","0.7","BREAK"
"5012319","31288","11:26:00","14:01:00","2021-05-16","2.6","WRK"
"5012329","18048",NULL,NULL,"2021-05-16","8","ABSENT"
"5014147","11151",NULL,NULL,"2021-05-16","8","ABSENT"
"1377208","53410",NULL,NULL,"2021-05-17","2","CHARGE"
"1377208","53410","06:04:00","11:52:00","2021-05-17","5.8","WRK"
"1377208","53410",NULL,NULL,"2021-05-17","0.7","BREAK"
"1377208","53410","12:32:00","14:04:00","2021-05-17","1.5","WRK"
"1672200","11151",NULL,NULL,"2021-05-17","1","CHARGE"
"1672200","11151","14:05:00","16:41:00","2021-05-17","2.6","WRK"
"1672200","11151",NULL,NULL,"2021-05-17","0.6","BREAK"
"1672200","11151","17:17:00","22:05:00","2021-05-17","4.8","WRK"
"1977006","54013",NULL,NULL,"2021-05-17","1","CHARGE"
"1977006","54013","14:17:00","19:50:00","2021-05-17","5.6","WRK"
"1977006","54013",NULL,NULL,"2021-05-17","0.7","BREAK"
"5012163","31288",NULL,NULL,"2021-05-22","8","ABSENT"
"1977006","54013","20:34:00","22:17:00","2021-05-17","1.7","WRK"
"3974506","31288","14:12:00","18:52:00","2021-05-17","4.7","WRK"
"3974506","31288",NULL,NULL,"2021-05-17","0.8","BREAK"
"3974506","31288","19:38:00","22:12:00","2021-05-17","2.6","WRK"
"4019778","54013",NULL,NULL,"2021-05-17","8","ABSENT"
"5001252","53410",NULL,NULL,"2021-05-17","1","CHARGE"
"5001252","53410","14:09:00","17:52:00","2021-05-17","3.7","WRK"
"5001252","53410",NULL,NULL,"2021-05-17","0.9","BREAK"
"5001252","53410","18:44:00","22:09:00","2021-05-17","3.4","WRK"
"5009770","51100",NULL,NULL,"2021-05-17","2","CHARGE"
"5009770","51100","14:15:00","19:58:00","2021-05-17","5.7","WRK"
"5009770","51100",NULL,NULL,"2021-05-17","0.6","BREAK"
"5009770","51100","20:32:00","22:15:00","2021-05-17","1.7","WRK"
"5010823","53410",NULL,NULL,"2021-05-17","8","ABSENT"
"5010831","55050","14:10:00","17:57:00","2021-05-17","3.8","WRK"
"5010831","55050",NULL,NULL,"2021-05-17","0.6","BREAK"
"5010831","55050","18:33:00","22:10:00","2021-05-17","3.6","WRK"
"5010836","55050",NULL,NULL,"2021-05-17","7","ON_CALL"
"5010836","55050","06:10:00","07:10:00","2021-05-17","1","WRK"
"5011015","55050",NULL,NULL,"2021-05-17","1","CHARGE"
"5011015","55050","06:01:00","11:36:00","2021-05-17","5.6","WRK"
"5011015","55050",NULL,NULL,"2021-05-17","0.5","BREAK"
"5011015","55050","12:08:00","14:01:00","2021-05-17","1.9","WRK"
"5011018","51100",NULL,NULL,"2021-05-17","5","ON_CALL"
"5011018","51100","06:05:00","09:05:00","2021-05-17","3","WRK"
"5011060","55050",NULL,NULL,"2021-05-17","5","ON_CALL"
"5011060","55050","14:05:00","17:05:00","2021-05-17","3","WRK"
"5011110","31288","14:17:00","16:49:00","2021-05-17","2.5","WRK"
"5011110","31288",NULL,NULL,"2021-05-17","0.6","BREAK"
"5011110","31288","17:26:00","22:17:00","2021-05-17","4.8","WRK"
"5011147","51120",NULL,NULL,"2021-05-17","8","ABSENT"
"5011499","31288",NULL,NULL,"2021-05-17","8","ABSENT"
"5011633","53410",NULL,NULL,"2021-05-17","8","ABSENT"
"5012159","51120",NULL,NULL,"2021-05-17","8","ON_CALL"
"5012163","31288","06:02:00","10:32:00","2021-05-17","4.5","WRK"
"5012163","31288",NULL,NULL,"2021-05-17","0.6","BREAK"
"5012163","31288","11:08:00","14:02:00","2021-05-17","2.9","WRK"
"5012165","31288",NULL,NULL,"2021-05-17","6","ON_CALL"
"5012165","31288","06:08:00","08:08:00","2021-05-17","2","WRK"
"5012319","31288",NULL,NULL,"2021-05-17","2","CHARGE"
"5012319","31288","14:07:00","16:44:00","2021-05-17","2.6","WRK"
"5012319","31288",NULL,NULL,"2021-05-17","0.9","BREAK"
"5012319","31288","17:37:00","22:07:00","2021-05-17","4.5","WRK"
"5012329","18048","06:06:00","08:40:00","2021-05-17","2.6","WRK"
"5012329","18048",NULL,NULL,"2021-05-17","0.5","BREAK"
"5012329","18048","09:10:00","14:06:00","2021-05-17","4.9","WRK"
"5014147","11151",NULL,NULL,"2021-05-17","3","CHARGE"
"5014147","11151","14:04:00","18:53:00","2021-05-17","4.8","WRK"
"5014147","11151",NULL,NULL,"2021-05-17","0.7","BREAK"
"5014147","11151","19:35:00","22:04:00","2021-05-17","2.5","WRK"
"507800","51100",NULL,NULL,"2021-05-17","8","ABSENT"
"1377208","53410",NULL,NULL,"2021-05-18","6","ON_CALL"
"1377208","53410","06:18:00","08:18:00","2021-05-18","2","WRK"
"1672200","11151",NULL,NULL,"2021-05-18","8","ABSENT"
"1977006","54013",NULL,NULL,"2021-05-18","8","ABSENT"
"4019778","54013",NULL,NULL,"2021-05-18","5","ON_CALL"
"4019778","54013","14:12:00","17:12:00","2021-05-18","3","WRK"
"4024378","55050",NULL,NULL,"2021-05-18","2","CHARGE"
"4024378","55050","14:13:00","16:55:00","2021-05-18","2.7","WRK"
"4024378","55050",NULL,NULL,"2021-05-18","0.8","BREAK"
"4024378","55050","17:45:00","22:13:00","2021-05-18","4.5","WRK"
"5005963","51120",NULL,NULL,"2021-05-18","5","ON_CALL"
"5005963","51120","14:19:00","17:19:00","2021-05-18","3","WRK"
"5009770","51100",NULL,NULL,"2021-05-18","6","ON_CALL"
"5009770","51100","14:16:00","16:16:00","2021-05-18","2","WRK"
"5010823","53410",NULL,NULL,"2021-05-18","8","ON_CALL"
"5010831","55050","06:07:00","09:52:00","2021-05-18","3.8","WRK"
"5010831","55050",NULL,NULL,"2021-05-18","1","BREAK"
"5010831","55050","10:50:00","14:07:00","2021-05-18","3.3","WRK"
"5010836","55050","14:16:00","18:48:00","2021-05-18","4.5","WRK"
"5010836","55050",NULL,NULL,"2021-05-18","0.6","BREAK"
"5010836","55050","19:21:00","22:16:00","2021-05-18","2.9","WRK"
"5011015","55050",NULL,NULL,"2021-05-18","8","ABSENT"
"5011018","51100","14:13:00","19:00:00","2021-05-18","4.8","WRK"
"5011018","51100",NULL,NULL,"2021-05-18","0.8","BREAK"
"5011018","51100","19:50:00","22:13:00","2021-05-18","2.4","WRK"
"5011060","55050",NULL,NULL,"2021-05-18","6","ON_CALL"
"5011060","55050","06:03:00","08:03:00","2021-05-18","2","WRK"
"5011105","11151","14:20:00","18:04:00","2021-05-18","3.7","WRK"
"5011105","11151",NULL,NULL,"2021-05-18","0.9","BREAK"
"5011105","11151","18:59:00","22:20:00","2021-05-18","3.4","WRK"
"5011110","31288",NULL,NULL,"2021-05-18","8","ABSENT"
"5011147","51120",NULL,NULL,"2021-05-18","8","ABSENT"
"5011401","55050",NULL,NULL,"2021-05-18","6","ON_CALL"
"5011401","55050","14:15:00","16:15:00","2021-05-18","2","WRK"
"5011499","31288","06:09:00","10:58:00","2021-05-18","4.8","WRK"
"5011499","31288",NULL,NULL,"2021-05-18","1","BREAK"
"5011499","31288","11:57:00","14:09:00","2021-05-18","2.2","WRK"
"5011633","53410","06:00:00","08:44:00","2021-05-18","2.7","WRK"
"5011633","53410",NULL,NULL,"2021-05-18","0.6","BREAK"
"5011633","53410","09:20:00","14:00:00","2021-05-18","4.7","WRK"
"5012163","31288",NULL,NULL,"2021-05-18","8","ABSENT"
"5012165","31288",NULL,NULL,"2021-05-18","3","CHARGE"
"5012165","31288","06:19:00","11:53:00","2021-05-18","5.6","WRK"
"5012165","31288",NULL,NULL,"2021-05-18","0.5","BREAK"
"5012165","31288","12:23:00","14:19:00","2021-05-18","1.9","WRK"
"5012319","31288","06:11:00","10:53:00","2021-05-18","4.7","WRK"
"5012319","31288",NULL,NULL,"2021-05-18","0.8","BREAK"
"5012319","31288","11:39:00","14:11:00","2021-05-18","2.5","WRK"
"5012329","18048","06:16:00","11:55:00","2021-05-18","5.7","WRK"
"5012329","18048",NULL,NULL,"2021-05-18","0.9","BREAK"
"5012329","18048","12:50:00","14:16:00","2021-05-18","1.4","WRK"
"507800","51100",NULL,NULL,"2021-05-18","6","ON_CALL"
"507800","51100","14:10:00","16:10:00","2021-05-18","2","WRK"
"1377208","53410","14:18:00","19:00:00","2021-05-19","4.7","WRK"
"1377208","53410",NULL,NULL,"2021-05-19","0.9","BREAK"
"1377208","53410","19:52:00","22:18:00","2021-05-19","2.4","WRK"
"1672200","11151",NULL,NULL,"2021-05-19","8","ON_CALL"
"3974506","31288",NULL,NULL,"2021-05-19","8","ABSENT"
"4019778","54013",NULL,NULL,"2021-05-19","3","CHARGE"
"4019778","54013","06:20:00","10:07:00","2021-05-19","3.8","WRK"
"4019778","54013",NULL,NULL,"2021-05-19","1","BREAK"
"4019778","54013","11:06:00","14:20:00","2021-05-19","3.2","WRK"
"4024378","55050",NULL,NULL,"2021-05-19","8","ABSENT"
"5001252","53410",NULL,NULL,"2021-05-19","8","ABSENT"
"5009770","51100","06:15:00","11:02:00","2021-05-19","4.8","WRK"
"5009770","51100",NULL,NULL,"2021-05-19","0.7","BREAK"
"5009770","51100","11:45:00","14:15:00","2021-05-19","2.5","WRK"
"5010831","55050","06:07:00","11:52:00","2021-05-19","5.8","WRK"
"5010831","55050",NULL,NULL,"2021-05-19","0.8","BREAK"
"5010831","55050","12:43:00","14:07:00","2021-05-19","1.4","WRK"
"5010836","55050","14:02:00","16:37:00","2021-05-19","2.6","WRK"
"5010836","55050",NULL,NULL,"2021-05-19","0.6","BREAK"
"5010836","55050","17:15:00","22:02:00","2021-05-19","4.8","WRK"
"5011015","55050",NULL,NULL,"2021-05-19","1","CHARGE"
"5011015","55050","14:02:00","17:52:00","2021-05-19","3.8","WRK"
"5011015","55050",NULL,NULL,"2021-05-19","0.7","BREAK"
"5011015","55050","18:34:00","22:02:00","2021-05-19","3.5","WRK"
"5011018","51100",NULL,NULL,"2021-05-19","8","ABSENT"
"5011060","55050",NULL,NULL,"2021-05-19","8","ABSENT"
"5011105","11151",NULL,NULL,"2021-05-19","3","CHARGE"
"5011105","11151","14:18:00","19:56:00","2021-05-19","5.6","WRK"
"5011105","11151",NULL,NULL,"2021-05-19","0.7","BREAK"
"5011105","11151","20:39:00","22:18:00","2021-05-19","1.6","WRK"
"5011110","31288",NULL,NULL,"2021-05-19","5","ON_CALL"
"5011110","31288","14:11:00","17:11:00","2021-05-19","3","WRK"
"5011147","51120",NULL,NULL,"2021-05-19","7","ON_CALL"
"5011147","51120","06:14:00","07:14:00","2021-05-19","1","WRK"
"5011499","31288",NULL,NULL,"2021-05-19","1","CHARGE"
"5011499","31288","06:06:00","11:52:00","2021-05-19","5.8","WRK"
"5011499","31288",NULL,NULL,"2021-05-19","0.6","BREAK"
"5011499","31288","12:28:00","14:06:00","2021-05-19","1.6","WRK"
"5011633","53410",NULL,NULL,"2021-05-19","5","ON_CALL"
"5011633","53410","14:17:00","17:17:00","2021-05-19","3","WRK"
"5012159","51120","06:00:00","08:45:00","2021-05-19","2.8","WRK"
"5012159","51120",NULL,NULL,"2021-05-19","0.5","BREAK"
"5012159","51120","09:17:00","14:00:00","2021-05-19","4.7","WRK"
"5012163","31288",NULL,NULL,"2021-05-19","1","CHARGE"
"5012163","31288","06:03:00","11:39:00","2021-05-19","5.6","WRK"
"5012163","31288",NULL,NULL,"2021-05-19","0.9","BREAK"
"5012163","31288","12:34:00","14:03:00","2021-05-19","1.5","WRK"
"5012165","31288",NULL,NULL,"2021-05-19","8","ON_CALL"
"5012319","31288","06:14:00","11:45:00","2021-05-19","5.5","WRK"
"5012319","31288",NULL,NULL,"2021-05-19","0.6","BREAK"
"5012319","31288","12:21:00","14:14:00","2021-05-19","1.9","WRK"
"5012329","18048",NULL,NULL,"2021-05-19","8","ABSENT"
"5014147","11151",NULL,NULL,"2021-05-19","5","ON_CALL"
"5014147","11151","06:04:00","09:04:00","2021-05-19","3","WRK"
"507800","51100",NULL,NULL,"2021-05-19","7","ON_CALL"
"507800","51100","14:20:00","15:20:00","2021-05-19","1","WRK"
"1377208","53410","14:00:00","17:43:00","2021-05-20","3.7","WRK"
"1377208","53410",NULL,NULL,"2021-05-20","0.8","BREAK"
"1377208","53410","18:34:00","22:00:00","2021-05-20","3.4","WRK"
"1672200","11151",NULL,NULL,"2021-05-20","8","ABSENT"
"1977006","54013",NULL,NULL,"2021-05-20","6","ON_CALL"
"1977006","54013","06:09:00","08:09:00","2021-05-20","2","WRK"
"3974506","31288",NULL,NULL,"2021-05-20","5","ON_CALL"
"3974506","31288","06:08:00","09:08:00","2021-05-20","3","WRK"
"4019778","54013",NULL,NULL,"2021-05-20","5","ON_CALL"
"4019778","54013","06:20:00","09:20:00","2021-05-20","3","WRK"
"4024378","55050",NULL,NULL,"2021-05-20","5","ON_CALL"
"4024378","55050","06:02:00","09:02:00","2021-05-20","3","WRK"
"5001188","54013",NULL,NULL,"2021-05-20","5","ON_CALL"
"5001188","54013","14:10:00","17:10:00","2021-05-20","3","WRK"
"5001252","53410",NULL,NULL,"2021-05-20","8","ABSENT"
"5005963","51120","14:02:00","19:48:00","2021-05-20","5.8","WRK"
"5005963","51120",NULL,NULL,"2021-05-20","0.8","BREAK"
"5005963","51120","20:36:00","22:02:00","2021-05-20","1.4","WRK"
"5010823","53410",NULL,NULL,"2021-05-20","6","ON_CALL"
"5010823","53410","06:13:00","08:13:00","2021-05-20","2","WRK"
"5010831","55050","14:00:00","16:30:00","2021-05-20","2.5","WRK"
"5010831","55050",NULL,NULL,"2021-05-20","0.9","BREAK"
"5010831","55050","17:24:00","22:00:00","2021-05-20","4.6","WRK"
"5010836","55050","14:19:00","20:00:00","2021-05-20","5.7","WRK"
"5010836","55050",NULL,NULL,"2021-05-20","0.6","BREAK"
"5010836","55050","20:37:00","22:19:00","2021-05-20","1.7","WRK"
"5011015","55050",NULL,NULL,"2021-05-20","8","ABSENT"
"5011060","55050",NULL,NULL,"2021-05-20","2","CHARGE"
"5011060","55050","06:10:00","08:56:00","2021-05-20","2.8","WRK"
"5011060","55050",NULL,NULL,"2021-05-20","0.7","BREAK"
"5011060","55050","09:35:00","14:10:00","2021-05-20","4.6","WRK"
"5011105","11151",NULL,NULL,"2021-05-20","8","ABSENT"
"5011110","31288",NULL,NULL,"2021-05-20","6","ON_CALL"
"5011110","31288","14:04:00","16:04:00","2021-05-20","2","WRK"
"5011147","51120",NULL,NULL,"2021-05-20","8","ABSENT"
"5011499","31288",NULL,NULL,"2021-05-20","2","CHARGE"
"5011499","31288","14:15:00","17:54:00","2021-05-20","3.7","WRK"
"5011499","31288",NULL,NULL,"2021-05-20","0.8","BREAK"
"5011499","31288","18:40:00","22:15:00","2021-05-20","3.6","WRK"
"5011633","53410",NULL,NULL,"2021-05-20","5","ON_CALL"
"5011633","53410","06:11:00","09:11:00","2021-05-20","3","WRK"
"5012159","51120",NULL,NULL,"2021-05-20","6","ON_CALL"
"5012159","51120","14:12:00","16:12:00","2021-05-20","2","WRK"
"5012165","31288",NULL,NULL,"2021-05-20","2","CHARGE"
"5012165","31288","06:00:00","09:40:00","2021-05-20","3.7","WRK"
"5012165","31288",NULL,NULL,"2021-05-20","0.6","BREAK"
"5012165","31288","10:18:00","14:00:00","2021-05-20","3.7","WRK"
"5012319","31288",NULL,NULL,"2021-05-20","8","ON_CALL"
"5012329","18048",NULL,NULL,"2021-05-20","8","ABSENT"
"5014147","11151",NULL,NULL,"2021-05-20","8","ON_CALL"
"1377208","53410","14:14:00","16:54:00","2021-05-21","2.7","WRK"
"1377208","53410",NULL,NULL,"2021-05-21","0.8","BREAK"
"1377208","53410","17:39:00","22:14:00","2021-05-21","4.6","WRK"
"1672200","11151",NULL,NULL,"2021-05-21","8","ABSENT"
"1977006","54013",NULL,NULL,"2021-05-21","5","ON_CALL"
"1977006","54013","14:19:00","17:19:00","2021-05-21","3","WRK"
"4019778","54013",NULL,NULL,"2021-05-21","5","ON_CALL"
"4019778","54013","14:02:00","17:02:00","2021-05-21","3","WRK"
"4024378","55050",NULL,NULL,"2021-05-21","5","ON_CALL"
"4024378","55050","14:17:00","17:17:00","2021-05-21","3","WRK"
"5001188","54013","06:12:00","09:55:00","2021-05-21","3.7","WRK"
"5001188","54013",NULL,NULL,"2021-05-21","0.7","BREAK"
"5001188","54013","10:36:00","14:12:00","2021-05-21","3.6","WRK"
"5001252","53410",NULL,NULL,"2021-05-21","5","ON_CALL"
"5001252","53410","06:01:00","09:01:00","2021-05-21","3","WRK"
"5005963","51120","14:01:00","16:42:00","2021-05-21","2.7","WRK"
"5005963","51120",NULL,NULL,"2021-05-21","0.5","BREAK"
"5005963","51120","17:14:00","22:01:00","2021-05-21","4.8","WRK"
"5009770","51100","06:07:00","11:48:00","2021-05-21","5.7","WRK"
"5009770","51100",NULL,NULL,"2021-05-21","0.8","BREAK"
"5009770","51100","12:37:00","14:07:00","2021-05-21","1.5","WRK"
"5010823","53410",NULL,NULL,"2021-05-21","6","ON_CALL"
"5010823","53410","14:00:00","16:00:00","2021-05-21","2","WRK"
"5010836","55050",NULL,NULL,"2021-05-21","2","CHARGE"
"5010836","55050","14:11:00","18:54:00","2021-05-21","4.7","WRK"
"5010836","55050",NULL,NULL,"2021-05-21","0.9","BREAK"
"5010836","55050","19:51:00","22:11:00","2021-05-21","2.3","WRK"
"5011018","51100","14:12:00","19:50:00","2021-05-21","5.6","WRK"
"5011018","51100",NULL,NULL,"2021-05-21","0.5","BREAK"
"5011018","51100","20:22:00","22:12:00","2021-05-21","1.8","WRK"
"5011060","55050",NULL,NULL,"2021-05-21","7","ON_CALL"
"5011060","55050","14:13:00","15:13:00","2021-05-21","1","WRK"
"5011105","11151",NULL,NULL,"2021-05-21","8","ABSENT"
"5011110","31288",NULL,NULL,"2021-05-21","1","CHARGE"
"5011110","31288","06:06:00","10:42:00","2021-05-21","4.6","WRK"
"5011110","31288",NULL,NULL,"2021-05-21","0.8","BREAK"
"5011110","31288","11:32:00","14:06:00","2021-05-21","2.6","WRK"
"5011147","51120",NULL,NULL,"2021-05-21","7","ON_CALL"
"5011147","51120","14:00:00","15:00:00","2021-05-21","1","WRK"
"5011401","55050",NULL,NULL,"2021-05-21","7","ON_CALL"
"5011401","55050","06:02:00","07:02:00","2021-05-21","1","WRK"
"5011499","31288","14:13:00","19:50:00","2021-05-21","5.6","WRK"
"5011499","31288",NULL,NULL,"2021-05-21","0.5","BREAK"
"5011499","31288","20:21:00","22:13:00","2021-05-21","1.9","WRK"
"5012159","51120",NULL,NULL,"2021-05-21","6","ON_CALL"
"5012159","51120","14:03:00","16:03:00","2021-05-21","2","WRK"
"5012163","31288",NULL,NULL,"2021-05-21","8","ON_CALL"
"5012165","31288",NULL,NULL,"2021-05-21","8","ABSENT"
"5012329","18048",NULL,NULL,"2021-05-21","7","ON_CALL"
"5012329","18048","06:18:00","07:18:00","2021-05-21","1","WRK"
"5014147","11151",NULL,NULL,"2021-05-21","8","ABSENT"
"507800","51100","06:06:00","11:50:00","2021-05-21","5.7","WRK"
"507800","51100",NULL,NULL,"2021-05-21","0.6","BREAK"
"507800","51100","12:25:00","14:06:00","2021-05-21","1.7","WRK"
"1377208","53410","06:13:00","09:51:00","2021-05-22","3.6","WRK"
"1377208","53410",NULL,NULL,"2021-05-22","0.7","BREAK"
"1377208","53410","10:33:00","14:13:00","2021-05-22","3.7","WRK"
"1672200","11151","06:04:00","09:51:00","2021-05-22","3.8","WRK"
"1672200","11151",NULL,NULL,"2021-05-22","1","BREAK"
"1672200","11151","10:50:00","14:04:00","2021-05-22","3.2","WRK"
"3974506","31288",NULL,NULL,"2021-05-22","6","ON_CALL"
"3974506","31288","14:12:00","16:12:00","2021-05-22","2","WRK"
"4019778","54013",NULL,NULL,"2021-05-22","8","ABSENT"
"4024378","55050",NULL,NULL,"2021-05-22","2","CHARGE"
"4024378","55050","14:09:00","18:48:00","2021-05-22","4.7","WRK"
"4024378","55050",NULL,NULL,"2021-05-22","0.8","BREAK"
"4024378","55050","19:39:00","22:09:00","2021-05-22","2.5","WRK"
"5001188","54013",NULL,NULL,"2021-05-22","8","ON_CALL"
"5001252","53410",NULL,NULL,"2021-05-22","8","ABSENT"
"5005963","51120",NULL,NULL,"2021-05-22","8","ABSENT"
"5009770","51100",NULL,NULL,"2021-05-22","8","ABSENT"
"5010823","53410",NULL,NULL,"2021-05-22","8","ABSENT"
"5010836","55050",NULL,NULL,"2021-05-22","8","ABSENT"
"5011015","55050",NULL,NULL,"2021-05-22","1","CHARGE"
"5011015","55050","14:07:00","19:38:00","2021-05-22","5.5","WRK"
"5011015","55050",NULL,NULL,"2021-05-22","0.6","BREAK"
"5011015","55050","20:16:00","22:07:00","2021-05-22","1.9","WRK"
"5011018","51100",NULL,NULL,"2021-05-22","8","ABSENT"
"5011060","55050",NULL,NULL,"2021-05-22","8","ABSENT"
"5011110","31288",NULL,NULL,"2021-05-22","8","ABSENT"
"5011147","51120",NULL,NULL,"2021-05-22","8","ABSENT"
"5011401","55050",NULL,NULL,"2021-05-22","8","ABSENT"
"5011499","31288","14:05:00","17:46:00","2021-05-22","3.7","WRK"
"5011499","31288",NULL,NULL,"2021-05-22","0.6","BREAK"
"5011499","31288","18:20:00","22:05:00","2021-05-22","3.8","WRK"
"5012159","51120",NULL,NULL,"2021-05-22","8","ABSENT"
"5012165","31288","06:10:00","08:47:00","2021-05-22","2.6","WRK"
"5012165","31288",NULL,NULL,"2021-05-22","0.5","BREAK"
"5012165","31288","09:18:00","14:10:00","2021-05-22","4.9","WRK"
"5012329","18048",NULL,NULL,"2021-05-22","8","ABSENT"
"5014147","11151","14:15:00","16:50:00","2021-05-22","2.6","WRK"
"5014147","11151",NULL,NULL,"2021-05-22","0.7","BREAK"
"5014147","11151","17:32:00","22:15:00","2021-05-22","4.7","WRK"
"507800","51100",NULL,NULL,"2021-05-22","8","ABSENT"
"1377208","53410","06:06:00","11:52:00","2021-05-23","5.8","WRK"
"1377208","53410",NULL,NULL,"2021-05-23","0.6","BREAK"
"1377208","53410","12:30:00","14:06:00","2021-05-23","1.6","WRK"
"1672200","31288",NULL,NULL,"2021-05-23","6","ON_CALL"
"1672200","31288","14:03:00","16:03:00","2021-05-23","2","WRK"
"1977006","54013",NULL,NULL,"2021-05-23","8","ABSENT"
"4019778","53410",NULL,NULL,"2021-05-23","8","ABSENT"
"4024378","18048",NULL,NULL,"2021-05-23","8","ABSENT"
"5001188","53410",NULL,NULL,"2021-05-23","8","ABSENT"
"5001252","11151",NULL,NULL,"2021-05-23","8","ABSENT"
"5005963","53410","06:17:00","08:47:00","2021-05-23","2.5","WRK"
"5005963","53410",NULL,NULL,"2021-05-23","0.8","BREAK"
"5005963","53410","09:35:00","14:17:00","2021-05-23","4.7","WRK"
